This tab has one table with the estimated resident population and components for Statistical Areas Level 2 in Victoria for 2023-24. It ranges from cell A1 to Q531.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 2. Estimated resident population and components, Statistical Areas Level 2, Victoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ERP at 30 June,,ERP change,,Components of population change 2023-24,,,,,,,,,,,,,,,,
,,,,,,,,2023,2024,2023-24,,Natural increase,Net internal migration,Net overseas migration,Area,Population density 2024,,,,,,,,,,,,
GCCSA code,GCCSA name,SA4 code,SA4 name,SA3 code,SA3 name,SA2 code,SA2 name,no.,no.,no.,%,no.,no.,no.,km2,persons/km2,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041563,Dandenong - North,22200,23067,867,3.9,117,-354,1104,8,2868.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041564,Dandenong - South,9826,10032,206,2.1,95,-273,384,53.8,186.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041565,Keysborough - North,15121,15095,-26,-0.2,21,-324,277,6.6,2285.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,212041566,Keysborough - South,16250,16874,624,3.8,156,138,330,23.7,712.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051319,Ashwood - Chadstone,20607,20947,340,1.6,80,-435,695,6.7,3122.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051321,Glen Waverley - East,22441,22689,248,1.1,-7,-603,858,9.2,2475.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051322,Glen Waverley - West,22556,23202,646,2.9,-34,-374,1054,7.7,3022.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051323,Mount Waverley - North,16804,17214,410,2.4,31,-223,602,6.5,2654.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051324,Mount Waverley - South,20244,20581,337,1.7,-20,-287,644,8.7,2365.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051325,Mulgrave,20693,20981,288,1.4,36,-248,500,10.7,1957.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051326,Oakleigh - Huntingdale,24445,25104,659,2.7,46,-266,879,10.2,2468.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051327,Wheelers Hill,20978,21285,307,1.5,-161,49,419,10.4,2038.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051567,Clayton (North) - Notting Hill,12792,14143,1351,10.6,-12,-407,1770,5.2,2704.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,212051568,Clayton - Central,14192,15034,842,5.9,34,-608,1416,4.2,3595,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011328,Ardeer - Albion,7713,7908,195,2.5,76,-160,279,4.6,1723.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011329,Cairnlea,10100,10045,-55,-0.5,54,-261,152,4.4,2279.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011331,Delahey,8020,8008,-12,-0.1,29,-166,125,3.5,2284.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011332,Keilor Downs,13011,13068,57,0.4,46,-149,160,7.7,1706.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011333,Kings Park (Vic.),13880,13931,51,0.4,78,-280,253,4.4,3143.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011334,St Albans - North,20762,21002,240,1.2,140,-545,645,6.5,3219.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011335,St Albans - South,17500,17764,264,1.5,54,-329,539,6.3,2835.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011336,Sunshine,9942,10104,162,1.6,56,-301,407,4.7,2135.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011337,Sunshine North,12215,12503,288,2.4,29,-18,277,8,1558.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011338,Sunshine West,18572,18790,218,1.2,71,-265,412,13,1448.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011339,Sydenham,11806,11972,166,1.4,12,-180,334,3.9,3032.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011340,Taylors Lakes,16927,16999,72,0.4,39,-132,165,18.5,920.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011569,Deer Park,18201,18447,246,1.4,177,-342,411,8.1,2283.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,213011570,Derrimut,8851,8913,62,0.7,96,-230,196,13.3,672.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021341,Altona,13900,14232,332,2.4,82,29,221,17.7,804.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021342,Altona Meadows,18645,18793,148,0.8,35,-179,292,10.5,1782.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021343,Altona North,15386,15914,528,3.4,78,243,207,16.2,983.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021344,Newport,19488,19943,455,2.3,161,-17,311,8.8,2255.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021345,Seabrook,4925,4963,38,0.8,33,-75,80,1.6,3063.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,213021346,Williamstown,16590,16920,330,2,33,-12,309,7.3,2303.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031347,Braybrook,20213,20699,486,2.4,154,-374,706,7.5,2765.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031348,Footscray,19963,20756,793,4,59,-102,836,5,4178.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031349,Maribyrnong,13410,13818,408,3,87,-129,450,5.5,2515.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031350,Seddon - Kingsville,9577,9782,205,2.1,76,-67,196,1.7,5821.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031351,West Footscray - Tottenham,12592,12953,361,2.9,130,-154,385,6,2165.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,213031352,Yarraville,16021,16243,222,1.4,129,-168,261,5.6,2890.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041353,Bacchus Marsh,26050,26576,526,2,188,214,124,196.3,135.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041358,Melton West,22250,22691,441,2,291,-38,188,24.2,937.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041359,Rockbank - Mount Cottrell,27244,31389,4145,15.2,757,3224,164,125.8,249.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041360,Taylors Hill,19892,19856,-36,-0.2,110,-441,295,6,3327.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041461,Burnside,6224,6449,225,3.6,28,106,91,2.6,2527,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041462,Burnside Heights,6500,6499,-1,0,42,-178,135,2,3257,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041463,Caroline Springs,20942,21022,80,0.4,177,-530,433,7,3023.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041571,Brookfield,10165,10408,243,2.4,137,-67,173,10.7,973.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041572,Cobblebank - Strathtulloh,10242,11760,1518,14.8,324,1114,80,19.8,595.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041573,Eynesbury - Exford,3426,3933,507,14.8,47,438,22,69.5,56.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041574,Fraser Rise - Plumpton,16414,20730,4316,26.3,413,3778,125,58.7,353,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041575,Hillside,16142,16120,-22,-0.1,115,-288,151,7.8,2062.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041576,Kurunjang - Toolern Vale,11912,12069,157,1.3,126,-70,101,120.8,99.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041577,Melton,8011,8046,35,0.4,11,-89,113,9.9,815.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,213041578,Melton South - Weir Views,20218,21758,1540,7.6,337,971,232,11,1974.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051361,Hoppers Crossing - North,18316,18410,94,0.5,114,-324,304,10.9,1686.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051362,Hoppers Crossing - South,18790,18967,177,0.9,130,-461,508,7,2705.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051363,Laverton,12421,12754,333,2.7,157,-317,493,22.2,573.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051368,Werribee - South,17832,17937,105,0.6,36,-222,291,114,157.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051464,Point Cook - East,20833,21519,686,3.3,239,-84,531,19,1130.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051466,Point Cook - South,20245,20596,351,1.7,233,-454,572,9.4,2186,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051467,Werribee - East,18973,19124,151,0.8,81,-393,463,7.8,2465.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051468,Werribee - West,28134,30552,2418,8.6,513,1641,264,127.7,239.3,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051579,Manor Lakes - Quandong,12000,12575,575,4.8,209,101,265,72,174.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051580,Point Cook - North East,14697,14817,120,0.8,81,-359,398,5.6,2668.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051581,Point Cook - North West,9998,10165,167,1.7,104,-254,317,2.9,3459.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051582,Tarneit (West) - Mount Cottrell,15286,17173,1887,12.3,449,1269,169,36.7,467.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051583,Tarneit - Central,29323,29462,139,0.5,387,-1214,966,8,3700.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051584,Tarneit - North,11207,13485,2278,20.3,365,1800,113,14.3,940,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051585,Tarneit - South,11632,11708,76,0.7,157,-407,326,3.1,3740.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051586,Truganina - North,13018,14287,1269,9.7,300,869,100,17.5,815.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051587,Truganina - South East,10443,10689,246,2.4,161,-272,357,4.3,2504.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051588,Truganina - South West,19938,20356,418,2.1,300,-649,767,5.4,3785.2,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051589,Wyndham Vale - North,11894,13138,1244,10.5,299,798,147,51.2,256.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,213051590,Wyndham Vale - South,13887,14163,276,2,152,-84,208,5,2856.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011370,Carrum Downs,22888,23342,454,2,165,71,218,20.3,1149.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011371,Frankston,24162,24792,630,2.6,113,219,298,11.6,2132.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011372,Frankston North,19754,19841,87,0.4,54,-140,173,13.2,1498.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011373,Frankston South,19156,19214,58,0.3,-25,-95,178,14.6,1319.6,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011374,Langwarrin,25559,25747,188,0.7,157,-115,146,37.6,684.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011375,Seaford (Vic.),17761,18072,311,1.8,127,15,169,12.4,1453.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,214011376,Skye - Sandhurst,13528,13607,79,0.6,107,-162,134,19.8,686.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021377,Dromana,13574,13785,211,1.6,-26,148,89,45.1,305.9,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021378,Flinders,6015,6065,50,0.8,-15,6,59,287.4,21.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021379,Hastings - Somers,23971,23960,-11,0,67,-193,115,108.9,220.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021381,Mount Eliza,18880,19009,129,0.7,-31,-78,238,23.2,819.1,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021382,Mount Martha,20088,20166,78,0.4,-24,-76,178,30.2,667.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021383,Point Nepean,19948,20258,310,1.6,-44,219,135,67.2,301.5,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021384,Rosebud - McCrae,23109,23281,172,0.7,-156,194,134,23.8,978.4,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021385,Somerville,18807,18972,165,0.9,49,20,96,117.4,161.7,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021591,Mornington - East,15075,15111,36,0.2,-91,14,113,14.7,1028.8,,,,,,,,,,,,
2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,214021592,Mornington - West,10778,10843,65,0.6,-101,56,110,6.4,1693.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011386,Ararat,8339,8328,-11,-0.1,-24,-56,69,161.2,51.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011387,Ararat Surrounds,3161,3178,17,0.5,-6,1,22,4023.2,0.8,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011388,Horsham,16875,16956,81,0.5,46,-34,69,83.1,204.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011389,Horsham Surrounds,3466,3459,-7,-0.2,20,-35,8,4251.5,0.8,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011390,Nhill Region,6795,6725,-70,-1,-51,-45,26,11042.8,0.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011391,St Arnaud,3434,3406,-28,-0.8,-13,-24,9,3008.6,1.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011392,Stawell,8459,8398,-61,-0.7,-6,-102,47,2743.4,3.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011393,West Wimmera,2714,2680,-34,-1.3,-6,-34,6,5686.4,0.5,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21501,Grampians,215011394,Yarriambiack,6326,6283,-43,-0.7,-50,-5,12,7139.6,0.9,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021395,Irymple,7875,7956,81,1,35,14,32,88.6,89.8,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021396,Merbein,4943,4971,28,0.6,3,12,13,101.7,48.9,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021398,Mildura Surrounds,3759,3801,42,1.1,1,5,36,21568.8,0.2,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021399,Red Cliffs,6065,6090,25,0.4,21,-25,29,246.7,24.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021469,Mildura - North,18230,18120,-110,-0.6,27,-388,251,25.1,721.4,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21502,Mildura,215021470,Mildura - South,16681,16688,7,0,97,-203,113,51,327.2,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031400,Buloke,6043,5960,-83,-1.4,-43,-61,21,8068.7,0.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031401,Gannawarra,6558,6567,9,0.1,-2,8,3,3568.3,1.8,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031402,Kerang,3856,3832,-24,-0.6,-20,-4,0,146.6,26.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031403,Robinvale,3753,3737,-16,-0.4,30,-139,93,181.6,20.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031404,Swan Hill,10946,10839,-107,-1,24,-197,66,126.6,85.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,215031405,Swan Hill Surrounds,6512,6519,7,0.1,13,-62,56,5759.6,1.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011406,Echuca,15584,15551,-33,-0.2,-25,-65,57,184,84.5,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011407,Kyabram,10952,10883,-69,-0.6,-33,-78,42,738.9,14.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011408,Lockington - Gunbower,3943,3960,17,0.4,14,-10,13,1646.4,2.4,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011409,Rochester,3791,3713,-78,-2.1,-2,-79,3,351.6,10.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,216011410,Rushworth,4187,4210,23,0.5,-2,16,9,1633.9,2.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021411,Cobram,6662,6600,-62,-0.9,-47,-62,47,131.7,50.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021412,Moira,2833,2861,28,1,14,5,9,1498.8,1.9,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021413,Numurkah,12465,12493,28,0.2,-6,-2,36,2320.7,5.4,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,216021414,Yarrawonga,8811,8882,71,0.8,-23,73,21,94.7,93.8,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031415,Mooroopna,8110,8315,205,2.5,28,126,51,40,208,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031416,Shepparton - North,20158,20307,149,0.7,84,-224,289,65.7,309.3,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031418,Shepparton Surrounds - East,4060,4065,5,0.1,27,-39,17,1055.6,3.9,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031419,Shepparton Surrounds - West,10393,10407,14,0.1,38,-73,49,1028.7,10.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031593,Kialla,9732,10109,377,3.9,104,229,44,77.4,130.5,,,,,,,,,,,,
2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,216031594,Shepparton - South East,16495,16481,-14,-0.1,72,-288,202,65.8,250.4,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011420,Glenelg (Vic.),8838,8832,-6,-0.1,-32,1,25,6121.4,1.4,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011421,Hamilton (Vic.),10309,10332,23,0.2,8,-32,47,198.3,52.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011422,Portland,11180,11178,-2,0,-37,7,28,64,174.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,217011423,Southern Grampians,6212,6249,37,0.6,-9,22,24,6562.6,1,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031471,Camperdown,3410,3405,-5,-0.1,-15,4,6,98.1,34.7,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031472,Colac,12639,12660,21,0.2,-13,-38,72,54.7,231.3,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031473,Colac Surrounds,5663,5704,41,0.7,32,-1,10,1934.3,2.9,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031474,Corangamite - North,5322,5245,-77,-1.4,-6,-89,18,2538.3,2.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031475,Corangamite - South,7163,7148,-15,-0.2,45,-86,26,1805.2,4,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,217031476,Otway,3983,3948,-35,-0.9,-10,-60,35,1505.9,2.6,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041477,Moyne - East,7131,7145,14,0.2,30,-41,25,3275.8,2.2,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041478,Moyne - West,10147,10215,68,0.7,37,-16,47,2037.8,5,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041479,Warrnambool - North,22761,22916,155,0.7,88,-80,147,62.4,367.1,,,,,,,,,,,,
2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,217041480,Warrnambool - South,13477,13580,103,0.8,-19,-30,152,120.2,113,,,,,,,,,,,,
,,,,,,,Total Victoria,6816241,6978719,162478,2.4,31588,664,130226,227496.2,30.7,,,,,,,,,,,,
© Commonwealth of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
