This tab has one table with population components for Statistical Areas Level 3 in Australia for 2021-22 to 2023-24. It ranges from cell A1 to AI349.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 2. Population components, Statistical Areas Level 3, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Components of population change 2021-22,,,,,,,,,Components of population change 2022-23,,,,,,,,,Components of population change 2023-24,,,,,,,,,,,,,,,
,,,,,,,,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Overseas departures,Net overseas migration,,,,,
S/T code,S/T name,GCCSA code,GCCSA name,SA4 code,SA4 name,SA3 code,SA3 name,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,,,,,
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,12503,Merrylands - Guildford,2605,988,1617,11848,14763,-2915,3228,1512,1716,2507,1014,1493,8929,10700,-1771,5287,1180,4107,2478,898,1580,9557,10953,-1396,4713,1292,3421,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,12504,Parramatta,2272,890,1382,12841,18173,-5332,7586,3839,3747,2006,894,1112,9620,14124,-4504,12822,3357,9465,1974,845,1129,10019,15239,-5220,11235,3673,7562,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,12601,Pennant Hills - Epping,468,239,229,5227,5786,-559,1878,1232,646,416,235,181,3917,4811,-894,3133,1166,1967,383,240,143,4355,5217,-862,2748,1277,1471,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,12602,Ryde - Hunters Hill,1658,947,711,12807,14027,-1220,5442,3241,2201,1482,975,507,9402,11345,-1943,9165,2937,6228,1392,878,514,10155,11736,-1581,8056,3213,4843,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,12701,Bringelly - Green Valley,2591,578,2013,17495,11014,6481,1088,511,577,2519,601,1918,14139,9122,5017,2495,396,2099,2513,536,1977,14828,9480,5348,2085,435,1650,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,12702,Fairfield,1937,1400,537,9398,14103,-4705,3544,1659,1885,1817,1313,504,6982,9518,-2536,5998,1295,4703,1760,1169,591,7530,9934,-2404,5230,1417,3813,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,12703,Liverpool,2084,731,1353,13299,13035,264,2133,997,1136,1930,796,1134,10383,10067,316,3655,779,2876,1868,739,1129,10512,10281,231,3166,853,2313,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,128,Sydney - Sutherland,12801,Cronulla - Miranda - Caringbah,1423,935,488,8508,8796,-288,1243,582,661,1318,991,327,6622,6366,256,2038,454,1584,1255,905,350,6827,6643,184,1814,496,1318,,,,,,,
1,New South Wales,1GSYD,Greater Sydney,128,Sydney - Sutherland,12802,Sutherland - Menai - Heathcote,1296,807,489,7147,8054,-907,898,435,463,1216,809,407,5405,5978,-573,1470,347,1123,1144,763,381,5861,6103,-242,1310,378,932,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,201,Ballarat,20101,Ballarat,1404,1026,378,8314,6656,1658,873,360,513,1299,1037,262,6106,5097,1009,1178,284,894,1409,969,440,6885,5161,1724,1073,324,749,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,201,Ballarat,20102,Creswick - Daylesford - Ballan,285,291,-6,2584,2553,31,136,57,79,253,235,18,1865,1786,79,173,47,126,270,232,38,2046,1812,234,161,50,111,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,201,Ballarat,20103,Maryborough - Pyrenees,198,274,-76,2224,1993,231,76,34,42,222,330,-108,1769,1480,289,99,27,72,235,325,-90,1802,1414,388,93,29,64,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,202,Bendigo,20201,Bendigo,1251,985,266,6588,6330,258,695,288,407,1245,967,278,4893,4851,42,907,227,680,1279,921,358,5115,4879,236,816,259,557,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,202,Bendigo,20202,Heathcote - Castlemaine - Kyneton,455,441,14,4413,3835,578,264,111,153,431,501,-70,3291,2831,460,342,87,255,421,453,-32,3439,3120,319,313,98,215,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,202,Bendigo,20203,Loddon - Elmore,122,116,6,1030,902,128,36,15,21,107,129,-22,793,693,100,48,13,35,111,107,4,957,745,212,44,14,30,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,203,Geelong,20301,Barwon - West,304,130,174,2018,1754,264,75,31,44,294,139,155,1692,1409,283,95,26,69,278,124,154,1754,1338,416,87,27,60,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,203,Geelong,20302,Geelong,2656,1789,867,13909,12794,1115,2333,966,1367,2784,1855,929,10555,9964,591,3112,761,2351,2805,1862,943,11794,10103,1691,2931,869,2062,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,203,Geelong,20303,Surf Coast - Bellarine Peninsula,1009,642,367,9379,6875,2504,626,260,366,985,765,220,6958,4950,2008,820,201,619,944,757,187,7277,5375,1902,752,233,519,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,204,Hume,20401,Upper Goulburn Valley,525,541,-16,5400,4905,495,457,192,265,560,594,-34,4133,3750,383,586,148,438,535,629,-94,4616,3866,750,539,170,369,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,204,Hume,20402,Wangaratta - Benalla,494,533,-39,3251,3086,165,185,78,107,461,587,-126,2385,2223,162,238,63,175,444,534,-90,2606,2342,264,219,69,150,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,204,Hume,20403,Wodonga - Alpine,835,608,227,5934,5751,183,481,201,280,853,648,205,4619,4529,90,618,160,458,821,604,217,4691,4641,50,575,180,395,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,205,Latrobe - Gippsland,20501,Baw Baw,756,463,293,5113,3893,1220,239,99,140,685,488,197,3940,3011,929,305,79,226,783,504,279,3930,3127,803,280,88,192,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,205,Latrobe - Gippsland,20502,Gippsland - East,425,582,-157,3443,2914,529,173,73,100,421,558,-137,2421,2209,212,226,58,168,412,602,-190,2529,2244,285,207,66,141,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,205,Latrobe - Gippsland,20503,Gippsland - South West,657,742,-85,5640,4299,1341,342,143,199,617,763,-146,4059,3211,848,440,112,328,640,717,-77,4108,3276,832,403,128,275,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,205,Latrobe - Gippsland,20504,Latrobe Valley,898,821,77,4798,4519,279,405,168,237,900,847,53,3626,3651,-25,542,134,408,917,863,54,3926,3630,296,491,151,340,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,205,Latrobe - Gippsland,20505,Wellington,465,454,11,3679,3513,166,277,115,162,488,480,8,2563,2541,22,359,93,266,489,418,71,2872,2745,127,328,103,225,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20601,Brunswick - Coburg,999,583,416,11100,11874,-774,2875,1444,1431,909,531,378,8033,7983,50,4826,1366,3460,939,503,436,8515,8194,321,4313,1562,2751,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20602,Darebin - South,547,319,228,6224,6876,-652,1133,603,530,522,317,205,4517,4628,-111,1880,547,1333,554,324,230,4818,4984,-166,1698,627,1071,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20603,Essendon,751,452,299,7339,8586,-1247,1829,839,990,666,418,248,5710,5766,-56,3050,686,2364,715,421,294,6045,5951,94,2744,782,1962,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20604,Melbourne City,1227,470,757,21103,21135,-32,17272,10774,6498,976,497,479,15443,17865,-2422,29086,9687,19399,1005,512,493,13469,17175,-3706,25880,11058,14822,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20605,Port Phillip,1095,545,550,12653,14282,-1629,4238,2506,1732,973,511,462,9474,10194,-720,7827,2079,5748,941,505,436,9358,10704,-1346,6354,2373,3981,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20606,Stonnington - West,571,352,219,8359,9701,-1342,2990,1836,1154,532,345,187,6434,7004,-570,5305,1595,3710,515,306,209,6239,7361,-1122,4479,1823,2656,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,206,Melbourne - Inner,20607,Yarra,973,448,525,12527,13760,-1233,3594,2022,1572,858,383,475,9431,9386,45,6432,1808,4624,881,403,478,9189,9747,-558,5392,2068,3324,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,207,Melbourne - Inner East,20701,Boroondara,1206,1155,51,14066,16242,-2176,5195,3227,1968,1093,1205,-112,10839,11610,-771,8651,2767,5884,1166,1159,7,10641,11902,-1261,7787,3158,4629,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,207,Melbourne - Inner East,20702,Manningham - West,805,867,-62,7754,8356,-602,2606,1106,1500,774,891,-117,5674,6149,-475,4293,881,3412,795,838,-43,5833,6844,-1011,3907,1005,2902,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,207,Melbourne - Inner East,20703,Whitehorse - West,876,816,60,9901,10775,-874,4453,2205,2248,852,726,126,7465,8216,-751,7471,1832,5639,841,753,88,7803,8674,-871,6705,2094,4611,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,208,Melbourne - Inner South,20801,Bayside,812,846,-34,7957,8886,-929,2128,1252,876,744,839,-95,5658,5923,-265,3507,1081,2426,751,829,-78,6262,6327,-65,3190,1236,1954,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,208,Melbourne - Inner South,20802,Glen Eira,1733,1074,659,13441,15156,-1715,4758,2494,2264,1462,1047,415,9606,10437,-831,7884,2124,5760,1587,1016,571,10093,11053,-960,7126,2424,4702,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,208,Melbourne - Inner South,20803,Kingston,1385,928,457,9859,11019,-1160,1823,805,1018,1227,956,271,7691,7825,-134,2997,594,2403,1306,904,402,8051,8268,-217,2734,683,2051,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,208,Melbourne - Inner South,20804,Stonnington - East,374,367,7,4477,4707,-230,1328,802,526,348,333,15,3459,3602,-143,2388,695,1693,345,358,-13,3341,3645,-304,1989,793,1196,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,209,Melbourne - North East,20901,Banyule,1459,975,484,10260,11706,-1446,1881,862,1019,1405,1041,364,7922,8530,-608,3127,703,2424,1402,896,506,8481,8679,-198,2820,804,2016,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,209,Melbourne - North East,20902,Darebin - North,1191,804,387,9318,11202,-1884,2900,1200,1700,1069,760,309,7186,7776,-590,4908,946,3962,1121,787,334,7436,7921,-485,4350,1084,3266,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,209,Melbourne - North East,20903,Nillumbik - Kinglake,644,337,307,4585,5453,-868,429,180,249,595,382,213,3478,3969,-491,656,142,514,615,313,302,3724,4029,-305,645,161,484,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,209,Melbourne - North East,20904,Whittlesea - Wallan,3780,1296,2484,18614,16393,2221,3967,1633,2334,3761,1326,2435,14478,12323,2155,6190,1294,4896,3793,1321,2472,15992,12622,3370,5947,1479,4468,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,210,Melbourne - North West,21001,Keilor,640,548,92,4844,5230,-386,639,273,366,585,567,18,3674,3697,-23,1058,208,850,633,526,107,3900,3696,204,951,240,711,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,210,Melbourne - North West,21002,Macedon Ranges,397,189,208,2832,2683,149,168,72,96,405,173,232,2108,1899,209,267,57,210,337,167,170,2237,1801,436,254,62,192,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,210,Melbourne - North West,21003,Moreland - North,1285,737,548,8028,9425,-1397,1992,823,1169,1236,693,543,5706,6455,-749,3318,652,2666,1207,619,588,5706,6821,-1115,2991,746,2245,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,210,Melbourne - North West,21004,Sunbury,650,246,404,3852,3562,290,272,113,159,649,272,377,3431,2418,1013,470,90,380,713,282,431,3753,2579,1174,409,101,308,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,210,Melbourne - North West,21005,Tullamarine - Broadmeadows,3462,933,2529,14256,13169,1087,3970,1639,2331,3291,898,2393,10672,10051,621,6672,1298,5374,3663,784,2879,10909,10675,234,5951,1481,4470,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,211,Melbourne - Outer East,21101,Knox,1608,1170,438,11564,14045,-2481,1894,781,1113,1578,1161,417,8923,9625,-702,3121,618,2503,1463,1172,291,9501,10393,-892,2839,707,2132,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,211,Melbourne - Outer East,21102,Manningham - East,201,210,-9,2265,2497,-232,272,127,145,125,208,-83,1689,1789,-100,449,106,343,180,180,0,1879,1807,72,409,120,289,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,211,Melbourne - Outer East,21103,Maroondah,1383,906,477,9434,11085,-1651,1464,606,858,1247,888,359,7427,8035,-608,2402,480,1922,1258,850,408,8044,8182,-138,2197,549,1648,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,211,Melbourne - Outer East,21104,Whitehorse - East,558,490,68,5572,6351,-779,1363,562,801,508,491,17,4116,4832,-716,2257,471,1786,523,468,55,4470,5094,-624,2039,539,1500,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,211,Melbourne - Outer East,21105,Yarra Ranges,1930,1045,885,10456,11828,-1372,906,378,528,1817,1016,801,7750,8428,-678,1373,293,1080,1815,956,859,8567,8972,-405,1359,339,1020,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21201,Cardinia,1917,563,1354,11503,9771,1732,918,382,536,1864,609,1255,9095,7731,1364,1428,300,1128,1921,620,1301,9117,8007,1110,1379,344,1035,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21202,Casey - North,1654,857,797,12005,13815,-1810,2183,898,1285,1598,849,749,9382,10128,-746,3585,715,2870,1680,807,873,10146,10931,-785,3268,813,2455,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21203,Casey - South,4049,788,3261,21152,17068,4084,3306,1377,1929,3913,812,3101,15939,13404,2535,5529,1082,4447,3954,877,3077,18133,14119,4014,4958,1237,3721,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21204,Dandenong,2325,1421,904,12712,17653,-4941,5912,2443,3469,2201,1364,837,9550,12679,-3129,9841,1930,7911,2332,1420,912,10562,14104,-3542,8855,2202,6653,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,212,Melbourne - South East,21205,Monash,1562,1508,54,15004,17092,-2088,8602,4402,4200,1479,1484,-5,10664,13084,-2420,14289,3529,10760,1458,1465,-7,10975,14377,-3402,12867,4030,8837,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21301,Brimbank,2113,1278,835,11796,18089,-6293,3868,1594,2274,2060,1244,816,8854,12107,-3253,6348,1265,5083,2148,1191,957,9743,13101,-3358,5804,1449,4355,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21302,Hobsons Bay,1081,610,471,6984,8470,-1486,1313,588,725,987,622,365,5151,5435,-284,2163,476,1687,1055,633,422,5796,5807,-11,1965,545,1420,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21303,Maribyrnong,1172,495,677,9954,10884,-930,2573,1100,1473,1021,460,561,7403,8181,-778,5282,894,4388,1098,463,635,7554,8548,-994,3858,1024,2834,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21304,Melton - Bacchus Marsh,3325,830,2495,20102,11890,8212,2154,889,1265,3462,855,2607,16757,9399,7358,3302,708,2594,3922,819,3103,18783,10639,8144,3233,806,2427,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,213,Melbourne - West,21305,Wyndham,5306,1048,4258,24611,20001,4610,7060,2965,4095,5345,1029,4316,18649,16510,2139,10740,2424,8316,5496,1029,4467,18759,17775,984,10328,2769,7559,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21401,Frankston,1865,1086,779,11274,12405,-1131,1172,483,689,1767,1131,636,8781,9294,-513,1907,383,1524,1796,1098,698,9514,9721,-207,1754,438,1316,,,,,,,
2,Victoria,2GMEL,Greater Melbourne,214,Mornington Peninsula,21402,Mornington Peninsula,1450,1747,-297,11553,12618,-1065,1148,493,655,1359,1663,-304,8821,9351,-530,1739,393,1346,1324,1696,-372,9874,9564,310,1718,451,1267,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21501,Grampians,667,674,-7,3410,3858,-448,327,138,189,602,694,-92,2586,3033,-447,425,111,314,625,715,-90,2623,2957,-334,390,122,268,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21502,Mildura,704,591,113,3225,3398,-173,589,245,344,686,549,137,2314,2776,-462,819,191,628,716,532,184,2247,2832,-585,693,219,474,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,215,North West,21503,Murray River - Swan Hill,442,441,1,2291,2699,-408,294,122,172,445,468,-23,1572,2053,-481,375,96,279,457,455,2,1665,2120,-455,348,109,239,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21601,Campaspe,382,402,-20,2879,2944,-65,152,63,89,398,474,-76,2000,2331,-331,196,50,146,385,433,-48,2080,2296,-216,180,56,124,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21602,Moira,304,354,-50,2462,2276,186,141,60,81,310,370,-60,1933,1822,111,182,46,136,308,370,-62,1804,1790,14,166,53,113,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,216,Shepparton,21603,Shepparton,863,597,266,4222,4484,-262,763,317,446,802,602,200,2864,3635,-771,993,249,744,925,572,353,3316,3585,-269,934,282,652,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21701,Glenelg - Southern Grampians,350,407,-57,2195,2327,-132,150,64,86,352,421,-69,1599,1640,-41,194,49,145,323,393,-70,1699,1701,-2,179,55,124,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21703,Colac - Corangamite,387,396,-9,2388,2638,-250,205,86,119,400,379,21,1746,1939,-193,262,69,193,401,368,33,1754,2024,-270,243,76,167,,,,,,,
2,Victoria,2RVIC,Rest of Vic.,217,Warrnambool and South West,21704,Warrnambool,546,482,64,2889,2897,-8,466,194,272,580,511,69,2132,2184,-52,598,152,446,589,453,136,2067,2234,-167,544,173,371,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,301,Brisbane - East,30101,Capalaba,838,507,331,6888,7267,-379,500,256,244,801,616,185,5361,5278,83,990,262,728,735,523,212,5453,5468,-15,933,282,651,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,301,Brisbane - East,30102,Cleveland - Stradbroke,946,788,158,9016,7651,1365,706,363,343,823,870,-47,7323,6149,1174,1463,372,1091,852,781,71,7806,6114,1692,1305,416,889,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,301,Brisbane - East,30103,Wynnum - Manly,933,472,461,7073,7402,-329,771,403,368,785,514,271,5268,5409,-141,1265,421,844,800,505,295,5817,5707,110,1423,475,948,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,302,Brisbane - North,30201,Bald Hills - Everton Park,553,288,265,6072,5571,501,498,265,233,499,323,176,4803,4429,374,862,275,587,525,343,182,4950,4623,327,913,313,600,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,302,Brisbane - North,30202,Chermside,974,545,429,9328,9399,-71,962,512,450,877,617,260,7130,7065,65,1568,533,1035,889,593,296,7516,7388,128,1757,606,1151,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,302,Brisbane - North,30203,Nundah,554,250,304,5855,5658,197,692,353,339,553,255,298,4348,4467,-119,1277,363,914,533,297,236,4755,4742,13,1263,410,853,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,302,Brisbane - North,30204,Sandgate,782,524,258,6625,6865,-240,760,388,372,731,514,217,5187,5177,10,1383,399,984,676,498,178,5565,5433,132,1390,452,938,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30301,Carindale,656,305,351,6482,6644,-162,758,389,369,571,351,220,4629,4606,23,1536,430,1106,571,304,267,5297,5433,-136,1384,486,898,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30302,Holland Park - Yeronga,978,488,490,11021,11014,7,1789,1059,730,816,460,356,7770,8185,-415,3399,1244,2155,831,529,302,9325,9723,-398,3268,1406,1862,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30303,Mt Gravatt,880,466,414,8746,8767,-21,2050,1063,987,809,447,362,6028,6789,-761,3882,1100,2782,770,467,303,7025,7740,-715,3784,1243,2541,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30304,Nathan,508,200,308,4352,4776,-424,995,507,488,471,182,289,3291,3500,-209,1700,523,1177,495,209,286,3722,4079,-357,1825,611,1214,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30305,Rocklea - Acacia Ridge,1055,414,641,8458,7191,1267,1326,679,647,981,397,584,6609,5912,697,2708,698,2010,993,358,635,6622,6363,259,2423,790,1633,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,303,Brisbane - South,30306,Sunnybank,596,279,317,5099,6007,-908,1888,969,919,565,299,266,3824,4685,-861,3387,993,2394,466,288,178,4226,5279,-1053,3473,1125,2348,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,304,Brisbane - West,30401,Centenary,311,273,38,3141,3435,-294,329,186,143,317,242,75,2189,2351,-162,619,201,418,293,250,43,2494,2606,-112,611,229,382,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,304,Brisbane - West,30402,Kenmore - Brookfield - Moggill,382,283,99,4346,4396,-50,729,502,227,355,336,19,3053,3037,16,1349,617,732,290,288,2,3502,3484,18,1356,699,657,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,304,Brisbane - West,30403,Sherwood - Indooroopilly,405,210,195,7190,7299,-109,2717,1910,807,338,232,106,5205,5656,-451,5483,2327,3156,341,269,72,5770,6420,-650,5063,2631,2432,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,304,Brisbane - West,30404,The Gap - Enoggera,628,364,264,6398,6487,-89,551,312,239,617,371,246,5329,5025,304,1129,337,792,550,373,177,5577,5338,239,1041,382,659,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,305,Brisbane Inner City,30501,Brisbane Inner,670,385,285,14927,12880,2047,5280,3265,2015,572,381,191,9998,10452,-454,10352,3885,6467,555,344,211,11217,11903,-686,9753,4398,5355,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,305,Brisbane Inner City,30502,Brisbane Inner - East,544,176,368,6757,6822,-65,998,623,375,499,175,324,4676,4773,-97,1929,720,1209,436,201,235,5318,5489,-171,1846,817,1029,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,305,Brisbane Inner City,30503,Brisbane Inner - North,961,487,474,15252,14455,797,2805,1779,1026,940,511,429,11071,10554,517,5255,2081,3174,876,483,393,11905,12325,-420,5163,2352,2811,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,305,Brisbane Inner City,30504,Brisbane Inner - West,601,193,408,8093,8266,-173,1645,1139,506,525,170,355,5923,5941,-18,3376,1342,2034,460,207,253,6475,7084,-609,3079,1520,1559,,,,,,,
3,Queensland,3RQLD,Rest of Qld,306,Cairns,30601,Cairns - North,594,314,280,6420,5696,724,693,356,337,592,346,246,5078,4431,647,1084,364,720,554,346,208,5130,4987,143,1181,413,768,,,,,,,
3,Queensland,3RQLD,Rest of Qld,306,Cairns,30602,Cairns - South,1382,776,606,9540,9485,55,1446,745,701,1310,748,562,7121,7400,-279,2278,761,1517,1283,818,465,7574,7998,-424,2386,867,1519,,,,,,,
3,Queensland,3RQLD,Rest of Qld,306,Cairns,30603,Innisfail - Cassowary Coast,406,343,63,2565,2641,-76,327,166,161,429,349,80,2170,2202,-32,512,174,338,357,385,-28,2339,2172,167,521,194,327,,,,,,,
3,Queensland,3RQLD,Rest of Qld,306,Cairns,30604,Port Douglas - Daintree,114,100,14,1183,1076,107,190,96,94,126,120,6,782,818,-36,295,100,195,98,93,5,916,889,27,319,113,206,,,,,,,
3,Queensland,3RQLD,Rest of Qld,306,Cairns,30605,Tablelands (East) - Kuranda,442,405,37,3563,3210,353,295,152,143,448,472,-24,2891,2439,452,464,156,308,412,437,-25,2957,2595,362,491,176,315,,,,,,,
3,Queensland,3RQLD,Rest of Qld,307,Darling Downs - Maranoa,30701,Darling Downs (West) - Maranoa,656,329,327,3801,3980,-179,190,98,92,659,375,284,3040,3146,-106,298,103,195,666,370,296,3264,3341,-77,253,114,139,,,,,,,
3,Queensland,3RQLD,Rest of Qld,307,Darling Downs - Maranoa,30702,Darling Downs - East,562,376,186,3642,3641,1,184,95,89,517,429,88,3302,2975,327,279,97,182,516,404,112,3328,3278,50,266,112,154,,,,,,,
3,Queensland,3RQLD,Rest of Qld,307,Darling Downs - Maranoa,30703,Granite Belt,443,455,-12,3519,3150,369,172,89,83,411,454,-43,2877,2488,389,257,91,166,424,484,-60,2970,2599,371,259,101,158,,,,,,,
3,Queensland,3RQLD,Rest of Qld,308,Central Queensland,30801,Central Highlands (Qld),447,114,333,2883,3063,-180,201,103,98,421,138,283,2211,2230,-19,302,105,197,441,122,319,2536,2631,-95,281,121,160,,,,,,,
3,Queensland,3RQLD,Rest of Qld,308,Central Queensland,30803,Rockhampton,1597,1046,551,8741,7880,861,663,337,326,1462,1074,388,6889,6046,843,1035,354,681,1375,1049,326,7235,6344,891,954,397,557,,,,,,,
3,Queensland,3RQLD,Rest of Qld,308,Central Queensland,30804,Biloela,201,99,102,1129,1154,-25,90,46,44,181,107,74,912,940,-28,140,47,93,182,113,69,978,994,-16,137,54,83,,,,,,,
3,Queensland,3RQLD,Rest of Qld,308,Central Queensland,30805,Gladstone,816,339,477,5646,5337,309,492,251,241,754,407,347,4956,4285,671,768,259,509,774,413,361,4855,4417,438,731,294,437,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30901,Broadbeach - Burleigh,743,460,283,8987,8658,329,1258,644,614,619,454,165,6340,6174,166,2393,661,1732,695,402,293,7136,7108,28,2291,749,1542,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30902,Coolangatta,679,432,247,6440,6404,36,736,377,359,696,464,232,4989,4751,238,1384,386,998,652,444,208,5416,5017,399,1380,437,943,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30903,Gold Coast - North,707,746,-39,8946,8631,315,1059,543,516,621,782,-161,6729,6666,63,2096,557,1539,549,736,-187,7520,7627,-107,1975,630,1345,,,,,,,
