This tab has one table with the estimated resident population and components for Statistical Areas Level 2 in Western Australia for 2023-24. It ranges from cell A1 to Q274.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5. Estimated resident population and components, Statistical Areas Level 2, Western Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ERP at 30 June,,ERP change,,Components of population change 2023-24,,,,,,,,,,,,,,,,
,,,,,,,,2023,2024,2023-24,,Natural increase,Net internal migration,Net overseas migration,Area,Population density 2024,,,,,,,,,,,,
GCCSA code,GCCSA name,SA4 code,SA4 name,SA3 code,SA3 name,SA2 code,SA2 name,no.,no.,no.,%,no.,no.,no.,km2,persons/km2,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50605,Kalamunda,506051138,Forrestfield - Wattle Grove,21718,22286,568,2.6,159,55,354,26.9,828.5,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50605,Kalamunda,506051139,High Wycombe,12854,13070,216,1.7,42,1,173,8.7,1502.9,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50605,Kalamunda,506051140,Kalamunda - Maida Vale - Gooseberry Hill,15908,16169,261,1.6,50,30,181,28.1,574.9,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50605,Kalamunda,506051141,Lesmurdie - Bickley - Carmel,12225,12302,77,0.6,-12,-27,116,220.1,55.9,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50606,Serpentine - Jarrahdale,506061142,Byford,24119,25547,1428,5.9,290,797,341,29.4,869,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50606,Serpentine - Jarrahdale,506061143,Mundijong,7788,8066,278,3.6,65,180,33,286.7,28.1,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50606,Serpentine - Jarrahdale,506061144,Serpentine - Jarrahdale,4903,5074,171,3.5,20,122,29,588.6,8.6,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50607,South Perth,506071145,Como,15565,15941,376,2.4,12,-132,496,6.4,2494.9,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50607,South Perth,506071146,Manning - Waterford,12647,12992,345,2.7,-51,-45,441,6.2,2108.7,,,,,,,,,,,,
5GPER,Greater Perth,506,Perth - South East,50607,South Perth,506071147,South Perth - Kensington,18610,19025,415,2.2,38,-229,606,7.8,2452.8,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011148,Banjup,24742,25803,1061,4.3,186,413,462,29.7,868.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011150,Bibra Industrial,21,21,0,0,0,0,0,6.5,3.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011151,Bibra Lake,0,0,0,0,0,0,0,4.2,0,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011152,Coogee,10573,10875,302,2.9,76,93,133,10.4,1043.3,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011153,Coolbellup,9157,9409,252,2.8,57,41,154,4.5,2081.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011154,Hamilton Hill,12249,12679,430,3.5,30,129,271,6.6,1916.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011155,Henderson,9,9,0,0,0,0,0,8.7,1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011158,North Coogee,4397,4744,347,7.9,-49,251,145,2.8,1710.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011159,South Lake - Cockburn Central,12534,12878,344,2.7,104,-6,246,8.9,1447.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011160,Spearwood,12166,12592,426,3.5,16,188,222,6.5,1931.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011161,Success - Hammond Park,19900,20712,812,4.1,199,133,480,8.9,2337.4,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011163,Yangebup,8131,8223,92,1.1,80,-72,84,6,1366,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011259,Beeliar - Wattleup,11581,12153,572,4.9,139,284,149,28.7,423.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,507011260,Jandakot,2584,2636,52,2,11,-4,45,15.7,167.9,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50702,Fremantle,507021164,East Fremantle,8229,8361,132,1.6,-10,-36,178,3.1,2664.1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50702,Fremantle,507021165,Fremantle,18787,19584,797,4.2,25,222,550,29.5,663,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50702,Fremantle,507021166,Fremantle - South,16555,16920,365,2.2,44,-29,350,7.3,2316.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50702,Fremantle,507021167,O`Connor (WA),7,7,0,0,0,0,0,1.7,4.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031169,Wellard (West) - Bertram,20953,22095,1142,5.5,322,354,466,12.4,1775,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031170,Calista,7709,7790,81,1.1,6,-13,88,15.1,514.7,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031172,Hope Valley - Postans,80,80,0,0,0,0,0,24.8,3.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031173,Kwinana Industrial,25,25,0,0,0,0,0,16.7,1.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031174,Parmelia - Orelia,12092,12301,209,1.7,83,-19,145,7.8,1571.1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,507031261,Casuarina - Wandi,11280,12381,1101,9.8,145,778,178,43.1,287.3,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041175,Applecross - Ardross,12491,12850,359,2.9,4,33,322,5.4,2367.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041176,Bateman,4048,4138,90,2.2,-2,-26,118,2,2115.4,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041177,Bicton - Palmyra,15735,16132,397,2.5,61,72,264,6.3,2551.7,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041178,Booragoon,16768,17247,479,2.9,23,26,430,6.8,2540.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041179,Bull Creek,8468,8650,182,2.1,-42,-51,275,4.2,2078.1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041180,Leeming,11366,11571,205,1.8,75,-81,211,6.7,1727.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041181,Melville,18496,18986,490,2.6,18,140,332,7.9,2408.2,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041182,Murdoch - Kardinya,13508,14047,539,4,10,44,485,8.6,1624.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041183,Willagee,5936,6075,139,2.3,-1,55,85,2.1,2908.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50704,Melville,507041184,Winthrop,6398,6526,128,2,25,-75,178,3.5,1875.9,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051186,Cooloongup,8936,9060,124,1.4,5,34,85,5,1815.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051187,Port Kennedy,14240,14418,178,1.3,44,-50,184,21.2,679.8,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051188,Rockingham,17977,18463,486,2.7,-44,224,306,35.7,516.9,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051189,Rockingham Lakes,3,3,0,0,0,0,0,21,0.1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051190,Safety Bay - Shoalwater,12889,13131,242,1.9,-84,190,136,7.2,1825.6,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051191,Singleton - Golden Bay - Secret Harbour,24674,25471,797,3.2,158,220,419,14.6,1748.1,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051192,Waikiki,13298,13513,215,1.6,74,-8,149,5.8,2336.5,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051193,Warnbro,11415,11624,209,1.8,80,-16,145,5.6,2060,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051312,Baldivis - North,14171,15666,1495,10.5,215,883,397,57.3,273.4,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051313,Baldivis - South,28915,30259,1344,4.6,319,591,434,30,1008.3,,,,,,,,,,,,
5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,507051314,Karnup,2393,2524,131,5.5,30,83,18,54.2,46.5,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011225,Albany,15542,15801,259,1.7,-94,144,209,30.7,515.4,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011226,Albany Surrounds,3914,3974,60,1.5,25,8,27,4009.1,1,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011227,Bayonet Head - Lower King,5544,5607,63,1.1,20,21,22,24.9,225.4,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011228,Denmark,6619,6707,88,1.3,-25,93,20,1859.8,3.6,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011229,Gnowangerup,3004,3010,6,0.2,26,-42,22,15012.8,0.2,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011230,Katanning,4771,4784,13,0.3,17,-46,42,2647,1.8,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011231,Kojonup,4213,4218,5,0.1,11,-33,27,8554.5,0.5,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011232,Little Grove - Elleker,3884,3901,17,0.4,12,-8,13,142.7,27.3,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011233,McKail - Willyung,12079,12262,183,1.5,58,74,51,101.2,121.2,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011234,Plantagenet,5669,5734,65,1.1,9,38,18,4383.9,1.3,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,509011235,Stirling Range National Park,0,0,0,0,0,0,0,1121.6,0,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021236,Chittering,6516,6753,237,3.6,32,187,18,1219.9,5.5,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021237,Cunderdin,3867,3843,-24,-0.6,-8,-41,25,6896.5,0.6,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021238,Dowerin,3923,3940,17,0.4,0,1,16,11490.4,0.3,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021239,Gingin - Dandaragan,9822,10269,447,4.6,35,242,170,9919.9,1,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021240,Merredin,5147,5249,102,2,29,10,63,9827.5,0.5,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021241,Moora,4665,4732,67,1.4,39,-11,39,13538.4,0.3,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021242,Mukinbudin,3063,3091,28,0.9,7,1,20,50177,0.1,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021243,Northam,12197,12416,219,1.8,43,118,58,1431.2,8.7,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021244,Toodyay,4954,5081,127,2.6,14,97,16,1691.6,3,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,509021245,York - Beverley,5370,5444,74,1.4,-4,73,5,4502.1,1.2,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,509031246,Brookton,3613,3639,26,0.7,-17,27,16,7480.9,0.5,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,509031247,Kulin,4357,4399,42,1,36,-21,27,28626.2,0.2,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,509031248,Murray,2487,2521,34,1.4,4,15,15,2746.4,0.9,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,509031249,Narrogin,4561,4603,42,0.9,-12,8,46,509.3,9,,,,,,,,,,,,
5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,509031250,Wagin,5038,5058,20,0.4,18,-12,14,9400.1,0.5,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,510011262,Broome,16019,16238,219,1.4,177,-178,220,50,324.5,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,510011263,Derby - West Kimberley,8408,8516,108,1.3,61,-13,60,110798.9,0.1,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,510011264,Halls Creek,4162,4236,74,1.8,38,16,20,135345.3,0,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,510011265,Kununurra,8214,8315,101,1.2,76,-64,89,117707.3,0.1,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,510011266,Roebuck,2607,2629,22,0.8,16,-12,18,55343.5,0,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51002,East Pilbara,510021267,East Pilbara,6233,6256,23,0.4,4,-25,44,390578.5,0,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51002,East Pilbara,510021268,Newman,4587,4588,1,0,50,-108,59,17.1,268.7,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51002,East Pilbara,510021269,Port Hedland,4410,4352,-58,-1.3,45,-151,48,94.2,46.2,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51002,East Pilbara,510021270,South Hedland,12433,12655,222,1.8,158,-55,119,22.3,568.6,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51003,West Pilbara,510031271,Ashburton (WA),8082,8179,97,1.2,86,-85,96,100827,0.1,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51003,West Pilbara,510031272,Karratha,18644,19051,407,2.2,254,-71,224,134.2,142,,,,,,,,,,,,
5RWAU,Rest of WA,510,Western Australia - Outback (North),51003,West Pilbara,510031273,Roebourne,5608,5665,57,1,45,-29,41,15104.9,0.4,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51101,Esperance,511011274,Esperance,12568,12515,-53,-0.4,30,-127,44,479.9,26.1,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51101,Esperance,511011275,Esperance Surrounds,4265,4327,62,1.5,29,-4,37,55180.8,0.1,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51102,Gascoyne,511021276,Carnarvon,5197,5253,56,1.1,22,-23,57,78.3,67.1,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51102,Gascoyne,511021277,Exmouth,5133,5277,144,2.8,28,51,65,134986.4,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031278,Boulder,7601,7705,104,1.4,59,-14,59,13.1,588.7,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031279,Kalgoorlie,13622,13597,-25,-0.2,76,-305,204,23.5,578.7,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031280,Kalgoorlie - North,9301,9417,116,1.2,102,-87,101,31.1,303.1,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031281,Kalgoorlie Airport,0,0,0,0,0,0,0,7.4,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031282,Kambalda - Coolgardie - Norseman,4660,4774,114,2.4,37,24,53,218581.6,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031283,Leinster - Leonora,5227,5240,13,0.2,11,-32,34,495840.4,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,511031284,Trafalgar (WA),0,0,0,0,0,0,0,27.6,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041285,Geraldton,12360,12334,-26,-0.2,-101,-23,98,21.9,563.8,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041286,Geraldton - East,8329,8483,154,1.8,48,74,32,81,104.8,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041287,Geraldton - North,9402,9646,244,2.6,91,116,37,143,67.4,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041288,Geraldton - South,11011,11077,66,0.6,59,-65,72,26.3,421.4,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041289,Irwin,3842,3864,22,0.6,-12,25,9,2369.3,1.6,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041290,Meekatharra,3375,3347,-28,-0.8,4,-56,24,414527,0,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041291,Morawa,4026,4077,51,1.3,20,8,23,23464.3,0.2,,,,,,,,,,,,
5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,511041292,Northampton - Mullewa - Greenough,5862,5862,0,0,-5,-22,27,26161.9,0.2,,,,,,,,,,,,
,,,,,,,Total Western Australia,2883762,2965078,81316,2.8,13573,9742,58001,2526632,1.2,,,,,,,,,,,,
© Commonwealth of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
